sample_date,weeks,sample_id,nutrients,concentration,rolling_average
1988-05-24,21,Q2,mg,2.37,2.147
1988-05-31,22,Q2,mg,2.19,2.133
1988-06-07,23,Q2,mg,2.63,2.1189999999999998
1988-06-14,24,Q2,mg,2.59,2.2466666666666666
1988-06-21,25,Q2,mg,1.88,2.316
1988-06-28,26,Q2,mg,2.41,2.207272727272727
1988-07-05,27,Q2,mg,2.43,2.2399999999999998
1988-07-12,28,Q2,mg,2.59,2.2381818181818183
1988-07-19,29,Q2,mg,1.84,2.2645454545454546
1988-07-22,30,Q2,mg,2.23,2.2645454545454546
1988-07-26,30,Q2,mg,1.88,2.013333333333333
